year,p5,p25,p50,p75,p95
2024.0,1.0,1.0,1.0,1.0,1.0
2025.0,2.0499654120984236,2.076930334082461,2.09816866221303,2.1206738543483366,2.1591068376733626
2026.0,3.1472749902861152,3.2288226036478864,3.2919774606246577,3.3612114726574607,3.4712581845961497
2027.0,4.293483281840153,4.454290566494353,4.579593866733301,4.714615940249555,4.934087095845512
2028.0,5.486576196178636,5.74921739911064,5.957018139702741,6.183197973794556,6.532504523201909
2029.0,6.723403097670653,7.11796919357295,7.4197930017983875,7.75525309028571,8.279870839607339
2030.0,8.00421013462397,8.547390192187645,8.973778457766844,9.423480076531776,10.169923370402676
2031.0,9.313219790977241,10.035857516448196,10.613054264444617,11.195663554274988,12.183350088489403
2032.0,10.660891410393095,11.588538009251838,12.319172641894665,13.086215225698222,14.318443850474148
2033.0,12.066531753904664,13.209417961873276,14.09816802305721,15.050483584111788,16.590855039952164
2034.0,13.513644805645745,14.886645335308557,15.962030093337026,17.09237997058589,18.967073223653493
2035.0,15.001368761285933,16.604641267658756,17.87390928208976,19.23475575988325,21.44574365215821
2036.0,16.528812088053126,18.366701978953806,19.856636270709956,21.43039526092924,24.030749080009745
2037.0,18.09305676318826,20.192604101913428,21.92312879003525,23.731491886234828,26.633344138649196
2038.0,19.696972307645,22.0754244954919,23.996013933174233,26.055005087276776,29.334356984144385
2039.0,21.284635610487435,23.994228071318325,26.116591873543065,28.450241348314783,32.16254282227879
2040.0,22.9278444401538,25.962405647068216,28.361574235255254,30.88073220662613,34.96847834563434
2041.0,24.581535621465253,27.934456636979768,30.57203345197393,33.376394204827434,37.82073033689947
2042.0,26.28397640052785,29.966377412070123,32.862220516557464,35.94838366980946,40.91733802468528
2043.0,27.98204333369337,32.051577767501726,35.21692627105381,38.567519472522115,43.854270847960684
2044.0,29.77040102438275,34.18012830744839,37.5538133623611,41.22863334005684,46.819342933303815
2045.0,31.45285227498034,36.28212137008181,39.962105827976366,43.90547521949607,49.98895907688349
2046.0,33.267224006465305,38.42977965848729,42.362399364614326,46.672665609047066,53.168653912500474
2047.0,35.072383450660894,40.604514706152834,44.758051154568406,49.37858063602398,56.077008242490955
2048.0,36.91373174937869,42.774577065131105,47.28521568498638,52.159026593868234,59.14266883878956
2049.0,38.78096229838011,44.874111642978136,49.79588812816282,54.97940464805081,62.31626557418002
2050.0,40.57995292091851,47.07343474644754,52.26478626719226,57.82720060968748,65.64459378522176
