year,p5,p25,p50,p75,p95
2024.0,1.0,1.0,1.0,1.0,1.0
2025.0,2.1404144742138294,2.2079665913650857,2.2591974046792087,2.3126106167137315,2.4045149600367193
2026.0,3.4162810033628856,3.6185982164735755,3.769662836956922,3.9314819032344395,4.192889198533176
2027.0,4.825211713362009,5.221950355293462,5.521717950706874,5.84214872245599,6.341122233125709
2028.0,6.357841260574361,7.021684557433583,7.500922531971385,8.051160333980874,8.836254542648836
2029.0,8.012567129792338,8.98961010346123,9.699882057641378,10.508081468296503,11.691393221549584
2030.0,9.803725219472657,11.122831374833163,12.109309233202515,13.217008319549334,14.842880274960493
2031.0,11.71875053618615,13.40683343182989,14.707847117594138,16.115718769844207,18.322477378205356
2032.0,13.711529624923257,15.824060731115354,17.50745464105726,19.216810188342276,22.050039809503673
2033.0,15.800394954514323,18.458486358691985,20.43485257279395,22.560145139319708,25.95600841816327
2034.0,18.01915195973925,21.183312521680882,23.550297185604574,26.04099986715878,30.057211527440106
2035.0,20.338632424102983,23.985555994750342,26.763442697641153,29.685264496865898,34.46408836325575
2036.0,22.724130632931317,26.93143243738423,30.096134464098668,33.41268948234495,39.082033146867595
2037.0,25.16785118046781,29.9577548081127,33.53111773974227,37.37132446599908,43.50199548486129
2038.0,27.674718328146696,33.01800817006421,37.135011241926044,41.39946697821421,48.38014501977036
2039.0,30.19415188278645,36.11631307851083,40.70886598962257,45.35428004207333,53.13355782434901
2040.0,32.81128874624129,39.45303069645769,44.22906349074719,49.47836322173217,57.94733189385281
2041.0,35.53583448212319,42.642644454184605,47.98187554877022,53.64053739778562,62.92567135795342
2042.0,38.24248832691838,45.989716618215375,51.7339665275531,57.94419309135816,67.94682174538798
2043.0,40.98120842343052,49.35451823561678,55.56891330426113,62.34030767785269,72.87431735394586
2044.0,43.75224982876231,52.657003404492,59.42783839349015,66.56111699568824,77.96499683833554
2045.0,46.529051597279185,55.964715443438294,63.42966405555718,71.07821532175583,83.12595202255692
2046.0,49.30999149285332,59.44366931630748,67.40322548371832,75.64363014764054,88.26913953217269
2047.0,52.09738991367282,62.88516320918019,71.25785514493148,80.20069867261368,93.34671968365188
2048.0,54.92795661924011,66.29005854827298,75.25986255130584,84.50530402063481,98.27927808218527
2049.0,57.81102625681989,69.77623922060758,79.15306598067568,88.82802750689166,103.53415374242653
2050.0,60.76993210663239,73.26512929045575,83.13527420870065,93.29784694247462,108.52769279652567
