year,scenario,therapeutic_area,ai_capability_global,ai_capability_cognitive,ai_capability_robotic,ai_capability_scientific,throughput,bottleneck_stage,progress_rate,cumulative_progress,A_eff_1,M_1,p_1,mu_1,mu_eff_1,A_eff_2,M_2,p_2,mu_2,mu_eff_2,A_eff_3,M_3,p_3,mu_3,mu_eff_3,A_eff_4,M_4,p_4,mu_4,mu_eff_4,A_eff_5,M_5,p_5,mu_5,mu_eff_5,A_eff_6,M_6,p_6,mu_6,mu_eff_6,A_eff_7,M_7,p_7,mu_7,mu_eff_7,A_eff_8,M_8,p_8,mu_8,mu_eff_8,A_eff_9,M_9,p_9,mu_9,mu_eff_9,A_eff_10,M_10,p_10,mu_10,mu_eff_10
2024.0,Pessimistic,General,1.0,1.0,1.0,1.0,0.165,7,1.0,1.0,1.0,1.0,0.95,2.0,1.9,1.0,1.0,0.9,4.0,3.6,1.0,1.0,0.3,1.0,0.3,1.0,1.0,0.95,6.0,5.699999999999999,1.0,1.0,0.5,1.5,0.75,1.0,1.0,0.66,1.0,0.66,1.0,1.0,0.33,0.5,0.165,1.0,1.0,0.58,0.3333333333333333,0.1933333333333333,1.0,1.0,0.9,1.0,0.9,0.9999999999999999,1.0,0.95,1.0,0.95
2025.0,Pessimistic,General,1.3498588075760032,1.4918246976412703,1.2214027581601699,1.4190675485932571,0.18696718549537814,7,1.1331344575477462,2.1331344575477464,1.4481704082124625,16.164202968017587,0.9550706232922599,32.328405936035175,30.875910807374307,1.4429553589787563,6.832579482259836,0.9068213712403195,27.330317929039342,24.783716380845345,1.2682114311515889,1.2800449700238004,0.3092820091319264,1.2800449700238004,0.39589488010817747,1.4699975529268663,32.65294911349737,0.9582553879271382,195.91769468098423,187.73918651831715,1.3961466859873375,1.614721005656548,0.5190532943247924,2.4220815084848217,1.2571893861022094,1.4086374501258452,1.3148817562299004,0.667388082655897,1.3148817562299004,0.8775364142094918,1.4013617352210437,1.0962778568159826,0.34109452149002367,0.5481389284079913,0.18696718549537814,1.3888709710825362,1.1231299440720288,0.5894609390488015,0.3743766480240096,0.22068041050217532,1.4772732678316678,1.0552338235665861,0.9037536100836451,1.0552338235665861,0.9536713775306704,1.3222958190478087,1.3911029460693252,0.9531719068973991,1.3911029460693252,1.3259602477954884
2026.0,Pessimistic,General,1.841904332995792,2.2686841640286173,1.4948113326760426,2.0385728913826573,0.20901272215361633,7,1.2667437706279776,3.399878228175724,2.130617400441041,27.00197135822841,0.9594473171831189,54.00394271645682,51.813937956615334,2.1222634990995717,11.047294547514355,0.9129958628047075,44.18917819005742,40.34453686826244,1.6265747716819616,1.5397882296892056,0.31854238882351654,1.5397882296892056,0.49048782096753313,2.199650782234829,54.99285577530779,0.9650742778919504,329.95713465184673,318.43314345942804,1.9905000600936529,2.1648313773617573,0.5373173129248217,3.247247066042636,1.7448020679290401,2.0218650886997183,1.5934541005403886,0.6745247663613326,1.5934541005403886,1.074824254874513,1.9988539614351222,1.1876079207280368,0.3519894377691346,0.5938039603640184,0.20901272215361633,1.9674889328290568,1.2371571487085224,0.5986781358394279,0.41238571623617415,0.24688631184308002,2.2226619094994255,1.1065333005791078,0.9073817784284323,1.1065333005791078,1.004048154169754,1.7813493379524765,1.7522567281621968,0.9561865885373715,1.7522567281621968,1.6754843831430672
2027.0,Pessimistic,General,2.5415872819336136,3.5202133550384804,1.8331210390802082,2.965894727507381,0.23098608676885643,7,1.3999156773870085,4.7997939055627326,3.187622178519821,34.62804019554374,0.9631969610231553,69.25608039108748,66.7072461650708,3.1852085351833233,14.03492744976383,0.9185431771931019,56.13970979905532,51.56674740552299,2.1151076395187527,1.7810083316683845,0.3278276128737565,1.7810083316683845,0.5838637098791181,3.3539177667791504,70.4822816526381,0.9706478801387806,422.89368991582853,410.4808636408658,2.9032219347447787,2.6524228530946936,0.5547333488726922,3.9786342796420406,2.2070811178855205,2.961067440834386,1.8377331631109328,0.6813911034238218,1.8377331631109328,1.252215027810709,2.9056355780812764,1.2738478014136883,0.3626588459194468,0.6369239007068441,0.23098608676885643,2.847790071991669,1.3420440611035613,0.607625042171514,0.44734802036785376,0.27181985974136047,3.4093496295322607,1.153926343024477,0.9108766805062048,1.153926343024477,1.0510845968828,2.452526102710407,2.0843576239155235,0.9590455725246462,2.0843576239155235,1.9989939507741743
2028.0,Pessimistic,General,3.5479472499793983,5.578559766968417,2.2525889518542686,4.37204125410555,0.2527314765383758,7,1.5317059184143986,6.331499823977131,4.854648659250697,39.906581621178944,0.9663842254292303,79.81316324235789,77.13018193902275,4.884007131598142,16.109751790271684,0.9234869623486237,64.43900716108674,59.5085829799532,2.7971312635908117,2.0051982935090837,0.3371876195125706,2.0051982935090837,0.6761280392389968,5.216604213109557,81.02213701564541,0.9751533914258254,486.1328220938725,474.05407014824715,4.3394648198615995,3.0798201614523113,0.5712346110258183,4.619730242178467,2.638949807935026,4.430758198800441,2.0498526295525012,0.6879669696829797,2.0498526295525012,1.4102309018499217,4.310106347514154,1.3548605432378964,0.3730737865232811,0.6774302716189482,0.2527314765383758,4.218812968575312,1.4377572149829883,0.6162695012848214,0.4792524049943294,0.2953486406154066,5.337256064395844,1.1974657192524678,0.914231033126437,1.1974657192524678,1.0947603216456756,3.462325426613641,2.387731710867906,0.9617453251956858,2.387731710867906,2.2963898107487055
2029.0,Pessimistic,General,5.012618773858398,9.038012620466958,2.7737522376830333,6.532979098419459,0.27409118466756094,7,1.6611586949549146,7.992658518932045,7.534992507238458,43.497007468431015,0.969071014687191,86.99401493686203,84.30337832657754,7.660076525574317,17.519607025260697,0.9278549451144706,70.07842810104279,65.02261605940143,3.7761009620350685,2.213475059337268,0.34667206872219947,2.213475059337268,0.7673499778854439,8.286502563852707,88.05286075311716,0.9787529861515322,528.317164518703,517.0920024077908,6.657727801222281,3.4497670135969356,0.5867515712672648,5.174650520395403,3.0362343236009726,6.783147135091174,2.2320828322748887,0.6942320474709113,2.2320828322748887,1.5495834347748667,6.532643782886424,1.4305267786692546,0.38320315111127645,0.7152633893346273,0.27409118466756094,6.407224449017532,1.524301233969231,0.6245752704535493,0.5081004113230769,0.31734695181967043,8.53700591605746,1.2372284579892108,0.9174381637566477,1.2372284579892108,1.1350806046450903,5.028953038591854,2.6622268822147617,0.9642771879584778,2.6622268822147617,2.5671246516895163
2030.0,Pessimistic,General,7.1705975643619935,14.98587954568163,3.422608610789111,9.90018321411096,0.2949097637387493,7,1.7873319014469653,9.779990420379011,11.934461746739228,45.89424298809388,0.9713159995690931,91.78848597618776,89.15562500489449,12.303843552721176,18.45576710085867,0.9316788097627542,73.82306840343468,68.77938850314641,5.226693164610548,2.406480565337218,0.3563238789062048,2.406480565337218,0.8574864895533542,13.460170646210429,92.64496694714101,0.981593220591201,555.8698016828461,545.6380288632571,10.49975899889974,3.7655590334776337,0.6012183681299305,5.648338550216451,3.395884885806512,10.638946826074859,2.3868303132261866,0.7001669062626658,2.3868303132261866,1.6711795961855285,10.130377192917791,1.5007566195888107,0.39301477653258793,0.7503783097944053,0.2949097637387493,9.991189365742674,1.6017524397873362,0.6325041690355713,0.533917479929112,0.3377050319761293,13.968740279367497,1.273314974824546,0.9204920828223417,1.273314974824546,1.172076353265124,7.539347351589051,2.90741715191074,0.9666282652302838,2.90741715191074,2.8103915978522513
2031.0,Pessimistic,General,10.390673204960033,25.458497879267462,4.232136897189629,15.222774472091793,0.31503857578972816,7,1.909324701755928,11.68931512213494,19.317063834962063,47.46338261245922,0.9731742449789131,94.92676522491844,92.38028307605055,20.265144758906978,19.062429593963344,0.934993821082935,76.24971837585338,71.29301554073683,7.453836752887629,2.5843066290610115,0.36616983288672567,2.5843066290610115,0.946295126491328,22.38778085711476,95.5779449230879,0.9838048280771395,573.4676695385274,564.1802620381488,17.04344490320898,4.031094768520578,0.6145793677922987,6.046642152780867,3.7161415115223297,17.11893631998163,2.5166167387393514,0.7057540712821436,2.5166167387393514,1.776112509222088,16.09536397926406,1.5655000214647672,0.4024766163784027,0.7827500107323836,0.31503857578972816,16.01987256249141,1.670286767481705,0.6400186160784379,0.5567622558272349,0.3563382084592561,23.41135319783233,1.305847919280292,0.9233875596548005,1.305847919280292,1.2058037234645278,11.699108949303193,3.1229085812143182,0.9687834282040618,3.1229085812143182,3.02542208127669
2032.0,Pessimistic,General,15.259180187805846,44.363982635061895,5.2442598291141955,23.762064120139282,0.33434026089380753,7,2.026304611477621,13.71561973361256,32.00283152610833,48.46888548096049,0.9746969337573254,96.93777096192098,94.48494812185427,34.27143479999034,19.445602435063343,0.9378382214957657,77.78240974025337,72.94731681445414,11.008012538811474,2.7464960195030654,0.37620924476065726,2.7464960195030654,1.0332571932353996,38.183407080585106,97.4072507518498,0.9855028726640761,584.4435045110988,575.9707526055478,28.507682090293063,4.250832311893495,0.6267948856164947,6.3762484678402425,3.996599929062274,28.299270667903308,2.624039365244571,0.7109789727100952,2.624039365244571,1.8656368122524354,26.239078816411048,1.6247545587887802,0.4115578677225575,0.8123772793943901,0.33434026089380753,26.447490238800803,1.7301973482608188,0.6470842288357095,0.5767324494202729,0.3731944722776471,40.243598932077376,1.3349707368037556,0.9261202023771533,1.3349707368037556,1.2363433689362715,18.831957100001013,3.308688905610558,0.9707282209803407,3.308688905610558,3.2118376951207277
2033.0,Pessimistic,General,22.72095917184404,79.39729839161737,6.512383079535413,37.67412461998115,0.35269267993181946,7,2.1375313935261784,15.853151127138737,54.36339412863563,49.09865819113399,0.9759311847284663,98.19731638226799,95.83382331410283,59.59185472891831,19.68116447983654,0.9402524551232867,78.72465791934616,74.02105288740611,16.917048764788184,2.8921761905892387,0.3864034673547674,2.8921761905892387,1.1175469082445844,66.8803462601265,98.519744505883,0.9867872207694632,591.118467035298,583.3081492312673,49.18718904366554,4.4296597925529575,0.637845239916959,6.644489688829436,4.238156119697171,48.13104582054649,2.7117181194260565,0.7158306918957309,2.7117181194260565,1.9411310576549443,43.95872844338287,1.6785699590941012,0.4202299439722636,0.8392849795470506,0.35269267993181946,45.01487166650192,1.7818990318270687,0.6536721397391317,0.5939663439423561,0.388259250977829,71.05266363729012,1.360845935729119,0.9286865413061078,1.360845935729119,1.2637993053027494,31.494031827204573,3.4654268721127317,0.972452033744581,3.4654268721127317,3.369961409579148
2034.0,Pessimistic,General,34.319925927873506,146.1214638285834,8.104686772217875,60.7026605342888,0.3699919979098814,7,2.242375744908372,18.09552687204711,94.87018185200664,49.483504732009074,0.97691995977633,98.96700946401815,96.68284690477228,106.69414513465847,19.821920875076884,0.942278284984794,79.28768350030754,74.71106242908694,27.16616185406152,3.020348433979118,0.3966704973826787,3.020348433979118,1.1980831155754912,120.495822840295,99.17839475538322,0.987743284580693,595.0703685322993,587.7767603707368,87.63267005281482,4.572705828186892,0.6477326860049479,6.859058742280339,4.442836542602963,84.35058709959246,2.7822360724419113,0.7203024595865203,2.7822360724419113,2.0040514861302485,75.808706770163,1.7270492615528927,0.4284672199531814,0.8635246307764464,0.3699919979098814,79.09078972338536,1.825919696496002,0.6597607601429419,0.6086398988320006,0.401556722306724,129.03770316972447,1.3836530461908731,0.9310841143697978,1.3836530461908731,1.288297371107702,54.76951726533462,3.5946298196489166,0.9739506921066818,3.5946298196489166,3.5009922007143794
2035.0,Pessimistic,General,52.61557188589857,276.9093585123243,10.108401737444854,99.45417211940503,0.386154742647832,7,2.340331773623224,20.435858645670333,170.43624667657272,49.71250246965961,0.977702051592441,99.42500493931922,97.20803130876098,196.99270691696054,19.903549728833315,0.9439578716693786,79.61419891533326,75.15244976278053,45.72307445312881,3.130280551807216,0.406888588417199,3.130280551807216,1.2736754350746489,223.67280259444848,99.55738919148118,0.9884429875556421,597.344335148887,590.4408192340046,161.37803420127662,4.685125289733406,0.6564812242591187,7.0276879346001095,4.613545179017318,152.5670926001807,2.838080348442383,0.7243919038425668,2.838080348442383,2.0558824268663534,134.82157396088877,1.7703469687739521,0.436247526003631,0.8851734843869761,0.386154742647832,143.63251556198466,1.862880603444094,0.6653368477765681,0.6209602011480313,0.4131477028265348,241.41832123374044,1.4035862585169356,0.9333115516397624,1.4035862585169356,1.30998326879669,99.0832658081047,3.69861537138288,0.9752277726027445,3.69861537138288,3.606992430347999
2036.0,Pessimistic,General,81.91484679561322,541.1113594784393,12.63537730745289,165.78405244398425,0.4011188553772828,7,2.431023365922926,22.86688201159326,315.9149752577663,49.84489497542806,0.9783121410609117,99.68978995085612,97.52773184873462,375.66556915100415,19.94942309979874,0.9453328748437592,79.79769239919496,75.43538196162896,80.79784303820468,3.221874938009745,0.41690975448103895,3.221874938009745,1.3432310893742554,428.5131673681028,99.76896859294185,0.9889459007885643,598.613811557651,591.9966750953571,307.5031034202524,4.771894771659508,0.6641346441068312,7.157842157489263,4.753770953837004,285.28524023046,2.8815894648018583,0.7281010806761504,2.8815894648018583,2.098088403387243,247.7525095270145,1.8086649292370072,0.4435524224450976,0.9043324646185036,0.4011188553772828,269.9703727168069,1.8934696000388178,0.6703958756667262,0.6311565333462725,0.42312473685544966,466.0458980715483,1.4208517353290704,0.9353686544785071,1.4208517353290704,1.3290201758882045,186.49303947240196,3.7803202927522292,0.9762944199134843,3.7803202927522292,3.690705607299711
2037.0,Pessimistic,General,129.57814555542964,1091.9436823118644,15.829346779458515,281.3387529884849,0.41484389779791964,7,2.514205441199513,25.38108745279277,605.5807247178367,49.91908593189978,0.9787809115040226,99.83817186379956,97.719696859745,741.1507699616101,19.97436419043188,0.9464436263918401,79.89745676172753,75.61843871705464,149.99172095360174,3.2958702213573066,0.42657963519763353,3.2958702213573066,1.4059511166853436,848.7622035148506,99.88335955631621,0.9893004989473941,599.3001573378972,592.8879446736335,606.9883957874667,4.837643456388038,0.6707533667502426,7.256465184582058,4.867298453264335,552.4788434760314,2.9149112448978594,0.7314363403887145,2.9149112448978594,2.132072013526002,471.41835054369346,1.84224684460388,0.45036733162337905,0.92112342230194,0.41484389779791964,525.9279028551288,1.9184113936325753,0.6749418102895058,0.6394704645441918,0.43160535296612806,929.8226964471885,1.435664606520259,0.9372564632484386,1.435664606520259,1.345585931518139,365.2145880600829,3.843018961999274,0.9771679428822279,3.843018961999274,3.755274933554225
2038.0,Pessimistic,General,208.38706673645797,2279.019274982626,19.87542937459012,486.35701223938884,0.427310657735902,7,2.5897615620357697,27.970849014828538,1203.4219173366837,49.95928277581279,0.9791352067397173,99.91856555162558,97.83378533852691,1515.3062115988512,19.98746128019897,0.9473284097924543,79.94984512079589,75.73875964143657,292.43797222187357,3.3538081618493565,0.43575738022468824,3.3538081618493565,1.4614466583836527,1741.2205961596549,99.94314333277566,0.9895454855300876,599.658859996654,593.3897177678077,1242.7436687515678,4.886533094274295,0.6764106742396488,7.329799641411443,4.95795471748865,1110.125600763724,2.9399733735068487,0.734408084232614,2.9399733735068487,2.15914021293206,930.8593744894001,1.8713722191732904,0.4566816300443677,0.9356861095866452,0.427310657735902,1063.477442477244,1.938438571760406,0.6789864622068134,0.646146190586802,0.43872451601494206,1920.4868224339787,1.4482456802261732,0.9389773063337291,1.4482456802261732,1.3598698277282313,744.2667413434807,3.89003437458751,0.9778697537484268,3.89003437458751,3.8039469559508037
