year,p5,p25,p50,p75,p95
2024.0,1.0,1.0,1.0,1.0,1.0
2025.0,2.080995862121243,2.1106261219846543,2.133605358470029,2.157988680367462,2.1985335827112173
2026.0,3.242311157719208,3.3334794903458387,3.400549186937036,3.474787298074789,3.5970167593262916
2027.0,4.482803669539154,4.662252984966928,4.802114260706677,4.9433150992104204,5.183547339407336
2028.0,5.800860958516234,6.103405809526612,6.332348873696908,6.5547255434775,6.964043220257683
2029.0,7.194406572058778,7.625175347967879,8.001454162138613,8.320114435244019,8.935798091313943
2030.0,8.660919031294904,9.232583982500444,9.800006147944028,10.185759217908238,11.1174616236808
2031.0,10.190573928794482,10.913349340512093,11.668512010736755,12.166705180583534,13.497432956177176
2032.0,11.766451296282444,12.704905969651819,13.641863895422878,14.315895742770481,16.062813130259322
2033.0,13.336926185475743,14.586380639843057,15.71178234116988,16.620979485668723,18.702591165315113
2034.0,14.942167422295295,16.526759707721247,17.89845060354275,18.916692707878468,21.411139583064557
2035.0,16.66864648648909,18.497398303650296,20.2089667002984,21.195196651656385,24.183232768179483
2036.0,18.488099960278618,20.59895735042412,22.51992038907922,23.645855075004242,27.007719463445078
2037.0,20.31366213356396,22.664787973946204,24.778309817354792,26.229891871501202,29.87464596027627
2038.0,22.121043702442613,24.828825849791816,27.185537782878747,28.839408859541628,32.88549435131882
2039.0,23.993289373359897,27.051791134531683,29.64778746092761,31.541905630401203,35.913128695563984
2040.0,25.937638088601652,29.316876723018957,32.233910648460395,34.268258311004644,39.04619602022968
2041.0,27.847399970808837,31.615223693938063,34.74326118076951,37.12977321894772,42.17851815953737
2042.0,29.634036383429045,33.85682876225931,37.18047977847613,40.01113036996579,45.31815213179626
2043.0,31.427265381006176,36.0802078238103,39.71969002711161,42.902076438310665,48.46284568771339
2044.0,33.367158127599836,38.42915607918611,42.27621263495773,45.79030579229242,51.61050648425867
2045.0,35.3273508432479,40.684660362631725,44.846816254624905,48.71137588247966,54.7701658312751
2046.0,37.13932870013174,42.94616654971075,47.48280005336197,51.5999114491256,57.933645373235926
2047.0,38.998704102580504,45.208992918587995,50.00798850463658,54.542585143375454,61.176011182281854
2048.0,40.891728630152485,47.472733497616005,52.525455074957584,57.4943176794286,64.58097597522571
2049.0,42.74423533679809,49.76677760245653,55.07040842407728,60.39027132687941,67.97709539431119
2050.0,44.597883430182975,52.07833718184669,57.61855654861137,63.151440527766255,71.27767529905398
