year,p5,p25,p50,p75,p95
2024.0,1.0,1.0,1.0,1.0,1.0
2025.0,2.562909446953815,2.7149185629413135,2.7976299510866176,2.905063202326049,3.132802986872677
2026.0,4.567807011547934,5.010216064648663,5.279742123928009,5.712488664396631,6.224951444506674
2027.0,6.9475278353005265,7.792986042398247,8.409106235750885,9.326162583540176,10.217184202401015
2028.0,9.618553999629832,11.033263042462178,11.983096070211698,13.443795633111836,14.706093354401219
2029.0,12.498422738353106,14.533904925239238,15.772337297928793,18.072923271138364,19.774493430482494
2030.0,15.63938270195341,18.296817514876132,19.975681171386466,22.89453463136205,25.415479256814447
2031.0,19.035741451718888,22.242911371829177,24.447774668095903,28.120536035473364,31.232524257371434
2032.0,22.541909580328436,26.327711472651593,28.996644584971378,33.505891361860144,37.06441152844534
2033.0,25.817461157759514,30.401910586566103,33.723010352575045,38.87943713186237,43.08280000501798
2034.0,29.10561918226619,34.5322220477928,38.722454596738366,44.55802622941028,49.462942311052394
2035.0,32.39963652448963,38.602231642201446,43.43446632233663,50.06227184529516,55.97106624831187
2036.0,35.696206192663595,42.697398660726975,48.25431079491675,55.71194359508471,62.53992077769095
2037.0,38.99536165168168,46.88445482093839,53.09711552152396,61.25626249173002,69.14829503290036
2038.0,42.29961267163749,51.18554120892391,57.78214209195869,66.77090762023695,75.78147487026317
2039.0,45.60411447132921,55.358230358389385,62.441405698035936,72.23616996513188,82.42970581054239
2040.0,48.90871904342736,59.53156447718323,67.14939723042389,77.85841355291284,89.08678624324108
2041.0,52.21336466898722,63.712035488055335,71.933235273045,83.46501498462032,95.74891565664224
2042.0,55.51802628291999,67.77965456416585,76.71714156431369,89.05867785583854,102.41383925489866
2043.0,58.8226939627383,71.9286317604294,81.50106944707841,94.64148230031276,109.08025921279213
2044.0,62.12736387034264,76.07785446455496,86.2850035327939,100.22436260793032,115.74745137185882
2045.0,65.43203455889193,80.22710183185214,91.08186931392578,105.8072733932794,122.41502541730063
2046.0,68.73670550372398,84.36393636053967,95.90506216024735,111.39019555593497,129.08277929635182
2047.0,72.04137652572588,88.46972171238731,100.69948625684749,116.97312162375506,135.75061326563426
2048.0,75.3460475686727,92.57550779736027,105.4898460322615,122.55604891216862,142.41848073482595
2049.0,78.6507186166674,96.68129410625221,110.28020636803302,128.13897654488568,149.08636127349504
2050.0,81.95538966572838,100.85633480397198,115.0705668656239,133.72190426451766,155.75424653547756
