year,p5,p25,p50,p75,p95
2024.0,1.0,1.0,1.0,1.0,1.0
2025.0,2.2106492266825777,2.274297135346492,2.32324806878107,2.3797761031529685,2.4691458160568835
2026.0,3.6326152140116443,3.8305298060333834,3.9811148151786804,4.131860086364677,4.4098505928756
2027.0,5.264847937015553,5.666637470738789,5.958587791960251,6.254309831992699,6.767532827945026
2028.0,7.104333643516867,7.803549023749276,8.277519545278064,8.762837556588615,9.57544885665683
2029.0,9.121757679568793,10.174561606861127,10.896823681408925,11.614675891142554,12.835709218252616
2030.0,11.308610057063682,12.813551017432436,13.74683263027048,14.773315787964746,16.52434953682704
2031.0,13.649641792255014,15.430677427433135,16.80252434604037,18.2427255812792,20.59614261833883
2032.0,16.127382356929388,18.283709530514926,20.117483813869683,21.815494592682544,24.698072203554975
2033.0,18.66465313278661,21.34160627975057,23.739527824640145,25.548008079296707,28.89786281717698
2034.0,21.20941289372693,24.423789102555176,27.345209971303944,29.467657088252263,33.38549842268846
2035.0,23.800831661249383,27.674463725604625,31.03842709184289,33.41864561033893,37.94887740113327
2036.0,26.428690292788577,30.945492884866013,35.003461034759276,37.38263528174069,42.622754230351234
2037.0,29.20559679429048,34.26111236063652,39.074178981984076,41.34396255975322,47.404010667297946
2038.0,31.964430030020818,37.68424507900396,42.96514382557604,45.59076235526069,52.324581694107245
2039.0,34.86939232880641,41.1871901831146,46.88627582293691,49.87358307092601,57.466279999795496
2040.0,37.85704376871923,44.406055462806464,50.85118193775622,54.096740724493955,62.32666989305347
2041.0,40.87762567962618,47.62552166729512,54.809644600095865,58.30000475418164,67.18936323187899
2042.0,43.93128375801598,50.8561220165637,58.79649868109719,62.728114855252436,72.43548156641822
2043.0,47.01925472848822,54.123370646072686,62.66063707305892,67.01431292641325,77.26611818733342
2044.0,50.125503489514635,57.58846688961381,66.46860022218058,71.55507435485582,82.08449127188827
2045.0,53.24613443102892,61.082640292964946,70.48928728542953,76.09450844063804,86.90304334084378
2046.0,56.19365512671621,64.58061866082932,74.28923061417913,80.50450409608406,91.70187020240144
2047.0,59.01648930683617,68.08105942116035,78.0892699933834,84.86767503225389,96.50070110132872
2048.0,61.83930716843931,71.58305496259013,81.90559698624742,89.23130050607863,101.29954362776562
2049.0,64.98009183152794,75.0860078642047,85.88237026552211,93.59519568272596,106.09839106143916
2050.0,67.8980326543553,78.58953514661835,89.85920335421099,97.95924742594374,110.89724051288478
