metric,mean,median,std,ci_80_low,ci_80_high,ci_90_low,ci_90_high,ci_95_low,ci_95_high,n_samples,convergence_cv
progress_2050,157.82569763174084,147.07216060589383,61.148400709142514,89.12195967405502,242.43231403133646,77.55509816680684,280.16833543257945,68.19057420720995,308.6248944717877,10000,0.0005081680346726949
