sample,year,cumulative_progress,progress_rate,bottleneck_stage
0,2024.0,1.0,1.0,7.0
0,2025.0,2.112716936663304,1.1127169366633043,7.0
0,2026.0,3.3278859129815794,1.2151689763182754,7.0
0,2027.0,4.636176834769484,1.308290921787904,7.0
0,2028.0,6.029109280115652,1.392932445346168,7.0
0,2029.0,7.498975121495741,1.4698658413800896,7.0
0,2030.0,9.03876819452872,1.539793073032979,7.0
0,2031.0,10.642120371653254,1.603352177124534,7.0
0,2032.0,12.30324345744144,1.6611230857881862,7.0
0,2033.0,14.01687637538548,1.713632917944041,7.0
0,2034.0,15.778237164273861,1.7613607888883809,7.0
0,2035.0,17.582979346157718,1.804742181883856,7.0
0,2036.0,19.427152267795762,1.8441729216380458,7.0
0,2037.0,21.30716505372136,1.8800127859255957,7.0
0,2038.0,23.219753842028787,1.912588788307429,7.0
0,2039.0,25.161952003928345,1.9421981618995576,7.0
0,2040.0,27.131063075344606,1.9691110714162618,7.0
0,2041.0,29.124636153577754,1.9935730782331458,7.0
0,2042.0,31.140443534539777,2.0158073809620234,7.0
0,2043.0,33.176460386521086,2.0360168519813078,7.0
0,2044.0,35.2308462750249,2.054385888503818,7.0
0,2045.0,37.30192837009659,2.071082095071686,7.0
0,2046.0,39.388186182926546,2.0862578128299534,7.0
0,2047.0,41.488237692458945,2.1000515095324017,7.0
0,2048.0,43.600826735421386,2.1125890429624414,7.0
0,2049.0,45.72481154471828,2.123984809296891,7.0
0,2050.0,47.85915433160893,2.134342786890651,7.0
1,2024.0,1.0,1.0,7.0
1,2025.0,2.0713802748837518,1.0713802748837518,7.0
1,2026.0,3.2092299226196737,1.1378496477359217,7.0
1,2027.0,4.408975907047435,1.1997459844277614,7.0
1,2028.0,5.666359812994182,1.2573839059467473,7.0
1,2029.0,6.977416200618941,1.3110563876247587,7.0
1,2030.0,8.33845244895966,1.3610362483407206,7.0
1,2031.0,9.746029986227036,1.407577537267376,7.0
1,2032.0,11.1969468114381,1.450916825211063,7.0
1,2033.0,12.688221218546513,1.4912744071084143,7.0
1,2034.0,14.217076640338826,1.5288554217923132,7.0
1,2035.0,15.78092753505773,1.5638508947189043,7.0
1,2036.0,17.377366244013604,1.5964387089558745,7.0
1,2037.0,19.004150753381175,1.626784509367572,7.0
